      5000      0.00000000000     10.00000000000    500.00000000000
 -0.312664373318E+00 -0.440713621690E+00 -0.538381486253E+00 -0.620318377041E+00
 -0.692199007037E+00 -0.756933714543E+00 -0.816251374003E+00 -0.871278442760E+00
 -0.922797360758E+00 -0.971377817758E+00 -0.101744988351E+01 -0.106134767943E+01
 -0.110333691474E+01 -0.114363302547E+01 -0.118241356177E+01 -0.121982690712E+01
 -0.125599857553E+01 -0.129103586157E+01 -0.132503134107E+01 -0.135806555180E+01
 -0.139020907722E+01 -0.142152418828E+01 -0.145206615263E+01 -0.148188429006E+01
 -0.151102283184E+01 -0.153952162672E+01 -0.156741672584E+01 -0.159474087080E+01
 -0.162152390409E+01 -0.164779311616E+01 -0.167357354094E+01 -0.169888820871E+01
 -0.172375836368E+01 -0.174820365208E+01 -0.177224228555E+01 -0.179589118367E+01
 -0.181916609874E+01 -0.184208172552E+01 -0.186465179801E+01 -0.188688917520E+01
 -0.190880591716E+01 -0.193041335283E+01 -0.195172214065E+01 -0.197274232281E+01
 -0.199348337402E+01 -0.201395424541E+01 -0.203416340414E+01 -0.205411886932E+01
 -0.207382824446E+01 -0.209329874703E+01 -0.211253723537E+01 -0.213155023319E+01
 -0.215034395205E+01 -0.216892431179E+01 -0.218729695943E+01 -0.220546728645E+01
 -0.222344044465E+01 -0.224122136082E+01 -0.225881475030E+01 -0.227622512943E+01
 -0.229345682713E+01 -0.231051399561E+01 -0.232740062030E+01 -0.234412052909E+01
 -0.236067740091E+01 -0.237707477371E+01 -0.239331605193E+01 -0.240940451344E+01
 -0.242534331602E+01 -0.244113550344E+01 -0.245678401116E+01 -0.247229167160E+01
 -0.248766121920E+01 -0.250289529504E+01 -0.251799645127E+01 -0.253296715527E+01
 -0.254780979348E+01 -0.256252667512E+01 -0.257712003564E+01 -0.259159203995E+01
 -0.260594478551E+01 -0.262018030525E+01 -0.263430057030E+01 -0.264830749259E+01
 -0.266220292732E+01 -0.267598867527E+01 -0.268966648503E+01 -0.270323805509E+01
 -0.271670503580E+01 -0.273006903131E+01 -0.274333160130E+01 -0.275649426273E+01
 -0.276955849146E+01 -0.278252572376E+01 -0.279539735781E+01 -0.280817475510E+01
 -0.282085924173E+01 -0.283345210974E+01 -0.284595461826E+01 -0.285836799473E+01
 -0.287069343596E+01 -0.288293210922E+01 -0.289508515323E+01 -0.290715367915E+01
 -0.291913877148E+01 -0.293104148896E+01 -0.294286286543E+01 -0.295460391060E+01
 -0.296626561090E+01 -0.297784893016E+01 -0.298935481037E+01 -0.300078417232E+01
 -0.301213791633E+01 -0.302341692283E+01 -0.303462205298E+01 -0.304575414925E+01
 -0.305681403601E+01 -0.306780252005E+01 -0.307872039110E+01 -0.308956842232E+01
 -0.310034737081E+01 -0.311105797805E+01 -0.312170097038E+01 -0.313227705938E+01
 -0.314278694231E+01 -0.315323130254E+01 -0.316361080988E+01 -0.317392612099E+01
 -0.318417787974E+01 -0.319436671752E+01 -0.320449325363E+01 -0.321455809556E+01
 -0.322456183931E+01 -0.323450506971E+01 -0.324438836068E+01 -0.325421227556E+01
 -0.326397736733E+01 -0.327368417891E+01 -0.328333324338E+01 -0.329292508429E+01
 -0.330246021581E+01 -0.331193914305E+01 -0.332136236223E+01 -0.333073036088E+01
 -0.334004361813E+01 -0.334930260482E+01 -0.335850778378E+01 -0.336765960994E+01
 -0.337675853060E+01 -0.338580498554E+01 -0.339479940722E+01 -0.340374222098E+01
 -0.341263384514E+01 -0.342147469123E+01 -0.343026516408E+01 -0.343900566202E+01
 -0.344769657700E+01 -0.345633829474E+01 -0.346493119486E+01 -0.347347565103E+01
 -0.348197203109E+01 -0.349042069716E+01 -0.349882200581E+01 -0.350717630813E+01
 -0.351548394986E+01 -0.352374527153E+01 -0.353196060852E+01 -0.354013029123E+01
 -0.354825464514E+01 -0.355633399090E+01 -0.356436864447E+01 -0.357235891721E+01
 -0.358030511594E+01 -0.358820754305E+01 -0.359606649662E+01 -0.360388227044E+01
 -0.361165515417E+01 -0.361938543334E+01 -0.362707338953E+01 -0.363471930034E+01
 -0.364232343956E+01 -0.364988607718E+01 -0.365740747949E+01 -0.366488790916E+01
 -0.367232762527E+01 -0.367972688344E+01 -0.368708593583E+01 -0.369440503125E+01
 -0.370168441518E+01 -0.370892432989E+01 -0.371612501444E+01 -0.372328670479E+01
 -0.373040963381E+01 -0.373749403137E+01 -0.374454012437E+01 -0.375154813682E+01
 -0.375851828986E+01 -0.376545080184E+01 -0.377234588835E+01 -0.377920376228E+01
 -0.378602463386E+01 -0.379280871070E+01 -0.379955619785E+01 -0.380626729785E+01
 -0.381294221074E+01 -0.381958113414E+01 -0.382618426326E+01 -0.383275179097E+01
 -0.383928390781E+01 -0.384578080206E+01 -0.385224265975E+01 -0.385866966470E+01
 -0.386506199859E+01 -0.387141984095E+01 -0.387774336922E+01 -0.388403275879E+01
 -0.389028818299E+01 -0.389650981320E+01 -0.390269781880E+01 -0.390885236726E+01
 -0.391497362414E+01 -0.392106175313E+01 -0.392711691608E+01 -0.393313927303E+01
 -0.393912898224E+01 -0.394508620020E+01 -0.395101108167E+01 -0.395690377973E+01
 -0.396276444576E+01 -0.396859322950E+01 -0.397439027907E+01 -0.398015574096E+01
 -0.398588976012E+01 -0.399159247993E+01 -0.399726404223E+01 -0.400290458738E+01
 -0.400851425421E+01 -0.401409318014E+01 -0.401964150111E+01 -0.402515935166E+01
 -0.403064686491E+01 -0.403610417262E+01 -0.404153140519E+01 -0.404692869165E+01
 -0.405229615976E+01 -0.405763393592E+01 -0.406294214530E+01 -0.406822091177E+01
 -0.407347035797E+01 -0.407869060529E+01 -0.408388177393E+01 -0.408904398288E+01
 -0.409417734996E+01 -0.409928199182E+01 -0.410435802396E+01 -0.410940556076E+01
 -0.411442471548E+01 -0.411941560026E+01 -0.412437832619E+01 -0.412931300327E+01
 -0.413421974043E+01 -0.413909864558E+01 -0.414394982558E+01 -0.414877338631E+01
 -0.415356943261E+01 -0.415833806835E+01 -0.416307939643E+01 -0.416779351876E+01
 -0.417248053635E+01 -0.417714054921E+01 -0.418177365648E+01 -0.418637995636E+01
 -0.419095954614E+01 -0.419551252224E+01 -0.420003898020E+01 -0.420453901466E+01
 -0.420901271946E+01 -0.421346018753E+01 -0.421788151103E+01 -0.422227678123E+01
 -0.422664608864E+01 -0.423098952293E+01 -0.423530717300E+01 -0.423959912695E+01
 -0.424386547211E+01 -0.424810629504E+01 -0.425232168155E+01 -0.425651171670E+01
 -0.426067648482E+01 -0.426481606950E+01 -0.426893055361E+01 -0.427302001932E+01
 -0.427708454809E+01 -0.428112422069E+01 -0.428513911719E+01 -0.428912931700E+01
 -0.429309489884E+01 -0.429703594080E+01 -0.430095252027E+01 -0.430484471404E+01
 -0.430871259823E+01 -0.431255624833E+01 -0.431637573922E+01 -0.432017114517E+01
 -0.432394253980E+01 -0.432768999616E+01 -0.433141358671E+01 -0.433511338329E+01
 -0.433878945719E+01 -0.434244187909E+01 -0.434607071913E+01 -0.434967604686E+01
 -0.435325793131E+01 -0.435681644092E+01 -0.436035164361E+01 -0.436386360675E+01
 -0.436735239718E+01 -0.437081808122E+01 -0.437426072466E+01 -0.437768039278E+01
 -0.438107715035E+01 -0.438445106163E+01 -0.438780219038E+01 -0.439113059989E+01
 -0.439443635293E+01 -0.439771951182E+01 -0.440098013836E+01 -0.440421829393E+01
 -0.440743403939E+01 -0.441062743518E+01 -0.441379854126E+01 -0.441694741715E+01
 -0.442007412191E+01 -0.442317871415E+01 -0.442626125208E+01 -0.442932179343E+01
 -0.443236039552E+01 -0.443537711526E+01 -0.443837200912E+01 -0.444134513315E+01
 -0.444429654300E+01 -0.444722629392E+01 -0.445013444073E+01 -0.445302103789E+01
 -0.445588613941E+01 -0.445872979897E+01 -0.446155206981E+01 -0.446435300482E+01
 -0.446713265650E+01 -0.446989107696E+01 -0.447262831797E+01 -0.447534443091E+01
 -0.447803946679E+01 -0.448071347627E+01 -0.448336650966E+01 -0.448599861689E+01
 -0.448860984756E+01 -0.449120025093E+01 -0.449376987589E+01 -0.449631877101E+01
 -0.449884698452E+01 -0.450135456432E+01 -0.450384155796E+01 -0.450630801268E+01
 -0.450875397539E+01 -0.451117949269E+01 -0.451358461084E+01 -0.451596937580E+01
 -0.451833383322E+01 -0.452067802844E+01 -0.452300200649E+01 -0.452530581208E+01
 -0.452758948966E+01 -0.452985308334E+01 -0.453209663696E+01 -0.453432019407E+01
 -0.453652379792E+01 -0.453870749148E+01 -0.454087131742E+01 -0.454301531814E+01
 -0.454513953578E+01 -0.454724401217E+01 -0.454932878889E+01 -0.455139390724E+01
 -0.455343940826E+01 -0.455546533270E+01 -0.455747172107E+01 -0.455945861361E+01
 -0.456142605031E+01 -0.456337407088E+01 -0.456530271481E+01 -0.456721202129E+01
 -0.456910202932E+01 -0.457097277760E+01 -0.457282430461E+01 -0.457465664858E+01
