      5000      0.00000000000     10.00000000000    500.00000000000
 -0.395987101050E+00 -0.560012328999E+00 -0.685875400096E+00 -0.791985031440E+00
 -0.885471684615E+00 -0.969992294430E+00 -0.104771924790E+01 -0.112006797536E+01
 -0.118802163804E+01 -0.125229606969E+01 -0.131343166695E+01 -0.137184826425E+01
 -0.142787973388E+01 -0.148179677820E+01 -0.153382249479E+01 -0.158414333231E+01
 -0.163291700320E+01 -0.168027832656E+01 -0.172634362697E+01 -0.177121410272E+01
 -0.181497844425E+01 -0.185771489704E+01 -0.189949290668E+01 -0.194037444509E+01
 -0.198041509029E+01 -0.201966491357E+01 -0.205816921432E+01 -0.209596913345E+01
 -0.213310216900E+01 -0.216960261233E+01 -0.220550191938E+01 -0.224082902845E+01
 -0.227561063356E+01 -0.230987142086E+01 -0.234363427388E+01 -0.237692045259E+01
 -0.240974975029E+01 -0.244214063141E+01 -0.247411035319E+01 -0.250567507335E+01
 -0.253684994575E+01 -0.256764920560E+01 -0.259808624557E+01 -0.262817368399E+01
 -0.265792342615E+01 -0.268734671942E+01 -0.271645420309E+01 -0.274525595340E+01
 -0.277376152443E+01 -0.280197998515E+01 -0.282991995330E+01 -0.285758962615E+01
 -0.288499680868E+01 -0.291214893941E+01 -0.293905311399E+01 -0.296571610697E+01
 -0.299214439177E+01 -0.301834415907E+01 -0.304432133383E+01 -0.307008159100E+01
 -0.309563036999E+01 -0.312097288819E+01 -0.314611415343E+01 -0.317105897557E+01
 -0.319581197731E+01 -0.322037760420E+01 -0.324476013403E+01 -0.326896368555E+01
 -0.329299222661E+01 -0.331684958182E+01 -0.334053943965E+01 -0.336406535916E+01
 -0.338743077625E+01 -0.341063900952E+01 -0.343369326584E+01 -0.345659664553E+01
 -0.347935214726E+01 -0.350196267263E+01 -0.352443103055E+01 -0.354675994129E+01
 -0.356895204039E+01 -0.359100988230E+01 -0.361293594379E+01 -0.363473262728E+01
 -0.365640226387E+01 -0.367794711632E+01 -0.369936938179E+01 -0.372067119446E+01
 -0.374185462808E+01 -0.376292169829E+01 -0.378387436490E+01 -0.380471453402E+01
 -0.382544406010E+01 -0.384606474787E+01 -0.386657835418E+01 -0.388698658979E+01
 -0.390729112101E+01 -0.392749357129E+01 -0.394759552280E+01 -0.396759851784E+01
 -0.398750406026E+01 -0.400731361676E+01 -0.402702861818E+01 -0.404665046072E+01
 -0.406618050710E+01 -0.408562008766E+01 -0.410497050145E+01 -0.412423301721E+01
 -0.414340887442E+01 -0.416249928416E+01 -0.418150543006E+01 -0.420042846916E+01
 -0.421926953270E+01 -0.423802972699E+01 -0.425671013409E+01 -0.427531181262E+01
 -0.429383579840E+01 -0.431228310520E+01 -0.433065472533E+01 -0.434895163031E+01
 -0.436717477145E+01 -0.438532508046E+01 -0.440340346997E+01 -0.442141083413E+01
 -0.443934804908E+01 -0.445721597347E+01 -0.447501544896E+01 -0.449274730066E+01
 -0.451041233760E+01 -0.452801135317E+01 -0.454554512551E+01 -0.456301441797E+01
 -0.458041997943E+01 -0.459776254476E+01 -0.461504283511E+01 -0.463226155832E+01
 -0.464941940924E+01 -0.466651707006E+01 -0.468355521063E+01 -0.470053448878E+01
 -0.471745555061E+01 -0.473431903079E+01 -0.475112555282E+01 -0.476787572933E+01
 -0.478457016234E+01 -0.480120944350E+01 -0.481779415434E+01 -0.483432486653E+01
 -0.485080214207E+01 -0.486722653360E+01 -0.488359858451E+01 -0.489991882924E+01
 -0.491618779343E+01 -0.493240599418E+01 -0.494857394018E+01 -0.496469213194E+01
 -0.498076106195E+01 -0.499678121488E+01 -0.501275306775E+01 -0.502867709008E+01
 -0.504455374407E+01 -0.506038348475E+01 -0.507616676014E+01 -0.509190401140E+01
 -0.510759567298E+01 -0.512324217274E+01 -0.513884393213E+01 -0.515440136629E+01
 -0.516991488418E+01 -0.518538488874E+01 -0.520081177697E+01 -0.521619594009E+01
 -0.523153776364E+01 -0.524683762760E+01 -0.526209590649E+01 -0.527731296948E+01
 -0.529248918053E+01 -0.530762489844E+01 -0.532272047699E+01 -0.533777626502E+01
 -0.535279260654E+01 -0.536776984081E+01 -0.538270830244E+01 -0.539760832146E+01
 -0.541247022345E+01 -0.542729432956E+01 -0.544208095667E+01 -0.545683041739E+01
 -0.547154302020E+01 -0.548621906950E+01 -0.550085886571E+01 -0.551546270528E+01
 -0.553003088084E+01 -0.554456368122E+01 -0.555906139155E+01 -0.557352429327E+01
 -0.558795266428E+01 -0.560234677893E+01 -0.561670690812E+01 -0.563103331935E+01
 -0.564532627677E+01 -0.565958604128E+01 -0.567381287051E+01 -0.568800701895E+01
 -0.570216873798E+01 -0.571629827589E+01 -0.573039587800E+01 -0.574446178662E+01
 -0.575849624121E+01 -0.577249947831E+01 -0.578647173170E+01 -0.580041323235E+01
 -0.581432420854E+01 -0.582820488586E+01 -0.584205548727E+01 -0.585587623314E+01
 -0.586966734129E+01 -0.588342902705E+01 -0.589716150325E+01 -0.591086498032E+01
 -0.592453966630E+01 -0.593818576687E+01 -0.595180348540E+01 -0.596539302298E+01
 -0.597895457847E+01 -0.599248834850E+01 -0.600599452755E+01 -0.601947330795E+01
 -0.603292487992E+01 -0.604634943162E+01 -0.605974714915E+01 -0.607311821660E+01
 -0.608646281610E+01 -0.609978112780E+01 -0.611307332994E+01 -0.612633959887E+01
 -0.613958010907E+01 -0.615279503317E+01 -0.616598454200E+01 -0.617914880462E+01
 -0.619228798829E+01 -0.620540225858E+01 -0.621849177933E+01 -0.623155671269E+01
 -0.624459721917E+01 -0.625761345762E+01 -0.627060558530E+01 -0.628357375787E+01
 -0.629651812941E+01 -0.630943885248E+01 -0.632233607810E+01 -0.633520995579E+01
 -0.634806063359E+01 -0.636088825807E+01 -0.637369297437E+01 -0.638647492621E+01
 -0.639923425589E+01 -0.641197110435E+01 -0.642468561114E+01 -0.643737791450E+01
 -0.645004815130E+01 -0.646269645713E+01 -0.647532296629E+01 -0.648792781177E+01
 -0.650051112535E+01 -0.651307303752E+01 -0.652561367758E+01 -0.653813317361E+01
 -0.655063165249E+01 -0.656310923992E+01 -0.657556606046E+01 -0.658800223749E+01
 -0.660041789328E+01 -0.661281314897E+01 -0.662518812461E+01 -0.663754293914E+01
 -0.664987771043E+01 -0.666219255529E+01 -0.667448758949E+01 -0.668676292775E+01
 -0.669901868377E+01 -0.671125497024E+01 -0.672347189885E+01 -0.673566958031E+01
 -0.674784812435E+01 -0.676000763973E+01 -0.677214823429E+01 -0.678427001490E+01
 -0.679637308752E+01 -0.680845755719E+01 -0.682052352804E+01 -0.683257110332E+01
 -0.684460038537E+01 -0.685661147569E+01 -0.686860447491E+01 -0.688057948278E+01
 -0.689253659824E+01 -0.690447591939E+01 -0.691639754350E+01 -0.692830156703E+01
 -0.694018808564E+01 -0.695205719420E+01 -0.696390898678E+01 -0.697574355670E+01
 -0.698756099648E+01 -0.699936139792E+01 -0.701114485203E+01 -0.702291144911E+01
 -0.703466127872E+01 -0.704639442970E+01 -0.705811099015E+01 -0.706981104749E+01
 -0.708149468844E+01 -0.709316199900E+01 -0.710481306451E+01 -0.711644796964E+01
 -0.712806679836E+01 -0.713966963401E+01 -0.715125655926E+01 -0.716282765612E+01
 -0.717438300599E+01 -0.718592268962E+01 -0.719744678712E+01 -0.720895537801E+01
 -0.722044854118E+01 -0.723192635490E+01 -0.724338889687E+01 -0.725483624418E+01
 -0.726626847333E+01 -0.727768566024E+01 -0.728908788027E+01 -0.730047520820E+01
 -0.731184771824E+01 -0.732320548405E+01 -0.733454857875E+01 -0.734587707489E+01
 -0.735719104451E+01 -0.736849055909E+01 -0.737977568960E+01 -0.739104650648E+01
 -0.740230307964E+01 -0.741354547851E+01 -0.742477377198E+01 -0.743598802845E+01
 -0.744718831583E+01 -0.745837470154E+01 -0.746954725249E+01 -0.748070603513E+01
 -0.749185111544E+01 -0.750298255889E+01 -0.751410043053E+01 -0.752520479492E+01
 -0.753629571615E+01 -0.754737325790E+01 -0.755843748335E+01 -0.756948845527E+01
 -0.758052623598E+01 -0.759155088735E+01 -0.760256247085E+01 -0.761356104749E+01
 -0.762454667786E+01 -0.763551942217E+01 -0.764647934015E+01 -0.765742649118E+01
 -0.766836093419E+01 -0.767928272773E+01 -0.769019192993E+01 -0.770108859856E+01
 -0.771197279096E+01 -0.772284456410E+01 -0.773370397456E+01 -0.774455107854E+01
 -0.775538593187E+01 -0.776620859000E+01 -0.777701910800E+01 -0.778781754059E+01
 -0.779860394211E+01 -0.780937836656E+01 -0.782014086757E+01 -0.783089149841E+01
 -0.784163031201E+01 -0.785235736096E+01 -0.786307269749E+01 -0.787377637350E+01
 -0.788446844054E+01 -0.789514894984E+01 -0.790581795229E+01 -0.791647549847E+01
 -0.792712163859E+01 -0.793775642259E+01 -0.794837990005E+01 -0.795899212026E+01
 -0.796959313217E+01 -0.798018298445E+01 -0.799076172544E+01 -0.800132940318E+01
 -0.801188606541E+01 -0.802243175955E+01 -0.803296653275E+01 -0.804349043185E+01
 -0.805400350341E+01 -0.806450579368E+01 -0.807499734863E+01 -0.808547821395E+01
 -0.809594843505E+01 -0.810640805706E+01 -0.811685712481E+01 -0.812729568289E+01
 -0.813772377558E+01 -0.814814144693E+01 -0.815854874069E+01 -0.816894570035E+01
 -0.817933236914E+01 -0.818970879004E+01 -0.820007500576E+01 -0.821043105874E+01
 -0.822077699118E+01 -0.823111284503E+01 -0.824143866198E+01 -0.825175448348E+01
 -0.826206035072E+01 -0.827235630466E+01 -0.828264238602E+01 -0.829291863526E+01
 -0.830318509261E+01 -0.831344179808E+01 -0.832368879142E+01 -0.833392611217E+01
 -0.834415379961E+01 -0.835437189283E+01 -0.836458043066E+01 -0.837477945172E+01
 -0.838496899441E+01 -0.839514909689E+01 -0.840531979712E+01 -0.841548113283E+01
 -0.842563314155E+01 -0.843577586057E+01 -0.844590932699E+01 -0.845603357769E+01
 -0.846614864933E+01 -0.847625457839E+01 -0.848635140111E+01 -0.849643915355E+01
 -0.850651787156E+01 -0.851658759078E+01 -0.852664834667E+01 -0.853670017447E+01
 -0.854674310924E+01 -0.855677718584E+01 -0.856680243893E+01 -0.857681890298E+01
 -0.858682661228E+01 -0.859682560091E+01 -0.860681590280E+01 -0.861679755164E+01
 -0.862677058099E+01 -0.863673502418E+01 -0.864669091440E+01 -0.865663828462E+01
 -0.866657716766E+01 -0.867650759615E+01 -0.868642960254E+01 -0.869634321912E+01
 -0.870624847799E+01 -0.871614541108E+01 -0.872603405017E+01 -0.873591442683E+01
 -0.874578657249E+01 -0.875565051841E+01 -0.876550629568E+01 -0.877535393523E+01
 -0.878519346782E+01 -0.879502492404E+01 -0.880484833434E+01 -0.881466372898E+01
 -0.882447113810E+01 -0.883427059165E+01 -0.884406211944E+01 -0.885384575111E+01
 -0.886362151616E+01 -0.887338944393E+01 -0.888314956361E+01 -0.889290190423E+01
 -0.890264649470E+01 -0.891238336374E+01 -0.892211253995E+01 -0.893183405177E+01
 -0.894154792750E+01 -0.895125419530E+01 -0.896095288318E+01 -0.897064401900E+01
 -0.898032763050E+01 -0.899000374526E+01 -0.899967239073E+01 -0.900933359421E+01
 -0.901898738288E+01 -0.902863378377E+01 -0.903827282378E+01 -0.904790452967E+01
 -0.905752892808E+01 -0.906714604550E+01 -0.907675590829E+01 -0.908635854270E+01
 -0.909595397483E+01 -0.910554223064E+01 -0.911512333599E+01 -0.912469731660E+01
 -0.913426419806E+01 -0.914382400584E+01 -0.915337676528E+01 -0.916292250160E+01
 -0.917246123990E+01 -0.918199300515E+01 -0.919151782219E+01 -0.920103571577E+01
 -0.921054671049E+01 -0.922005083085E+01 -0.922954810122E+01 -0.923903854586E+01
 -0.924852218891E+01 -0.925799905440E+01 -0.926746916623E+01 -0.927693254819E+01
 -0.928638922398E+01 -0.929583921716E+01 -0.930528255119E+01 -0.931471924942E+01
 -0.932414933508E+01 -0.933357283129E+01 -0.934298976108E+01 -0.935240014735E+01
 -0.936180401290E+01 -0.937120138043E+01 -0.938059227253E+01 -0.938997671168E+01
 -0.939935472025E+01 -0.940872632052E+01 -0.941809153466E+01 -0.942745038474E+01
